;x;y;coin;label
0;-8.576618;-0.43190104;38194;2
1;4.617925;-3.361679;20314;3
2;8.079344;9.568344;41101;0
3;9.350919000000001;7.9821029999999995;14864;0
4;6.883661999999999;11.889522999999999;16010;0
5;11.72068;4.061199;7601;0
6;11.778156;4.086879;5767;0
7;-6.629029300000001;3.9736587999999995;19274;2
8;-5.7837973;1.912451;38484;2
9;-8.197924;3.8815453;15566;2
10;-3.6049614;15.2853565;16591;1
11;6.209853;-4.058317;41675;3
12;10.990618;-7.5092506;19345;3
13;18.89444;-1.554338;19415;3
14;0.8188011;19.535328;18357;1
15;-6.2293577;-13.33901;12373;2
16;7.60502;8.295269000000001;18180;0
17;23.041338;10.754322;32916;0
18;16.30658;14.775507000000001;38160;0
19;6.272931;-2.3545689999999997;20428;3
20;8.586345;7.0316186;18194;0
21;4.5508795;-3.3938632000000006;18449;3
22;-6.6834793;3.9105382000000004;1546;2
23;6.687322999999999;8.5097;37435;0
24;-3.389476;15.490993;12568;1
25;5.665535;-3.1779669999999998;23065;3
26;-7.7824073;3.9467017999999996;6792;2
27;-2.708927;15.310132000000001;1195;1
28;6.030228599999999;-4.1218195;18235;3
29;18.809237;5.160711;32744;0
30;18.873316;-1.6695877000000001;19549;3
31;-7.0159616;1.2969589;34184;2
32;7.20765;-2.2896106;20644;3
33;-6.690554;4.6621594;38168;2
34;-7.8717117;4.079465;10801;2
35;7.754573;8.061903;18210;0
36;8.604594;21.719263;28151;1
37;9.033066;6.409299400000001;23010;0
38;8.042463;9.450353999999999;41061;0
39;-3.3416858;15.203606;16269;1
40;-6.692892999999999;4.6713996;38124;2
41;16.050047;-8.116571;16990;3
42;10.428674;3.8909233;41574;0
43;-3.8099112999999996;13.765927;16525;1
44;-4.640339;-0.31363305;24777;2
45;23.87521;7.4749694;23406;0
46;-7.4148016000000005;4.8906529999999995;11056;2
47;-5.6768513;-11.302622;26248;2
48;6.4760102999999996;12.588746;15947;0
49;17.167465;-7.8187356;16994;3
50;8.024542;9.73073;8279;0
51;7.6148679999999995;8.294378;41869;0
52;-3.7165573;13.042394;20827;1
53;-5.1717496;2.7204266;12295;2
54;-6.832209;-11.130432;40319;2
55;-7.184883;3.8613262;33453;2
56;7.705166999999999;-0.8522485000000001;17069;3
57;-3.6756108;15.2295475;12509;1
58;9.455796000000001;7.958036999999999;20350;0
59;-7.7708509999999995;3.977836;6803;2
60;10.440586999999999;3.8804646000000003;41571;0
61;-7.4795303;-1.5717999;16123;2
62;-6.7718240000000005;4.098997600000001;24717;2
63;8.40663;9.0060835;12215;0
64;-2.7131991;15.305951;1206;1
65;9.035914;6.411864;23382;0
66;-5.8592935;1.9053068;38530;2
67;7.1494308;-2.2610078;17117;3
68;-5.2135563;15.494710999999999;10976;1
69;-7.6500306;-1.0657778;27786;2
70;-8.578714;-0.491208;38218;2
71;8.044363;9.446125;41062;0
72;-8.083178;4.2802052;3134;2
73;8.076319999999999;9.685398;7585;0
74;-9.666191;2.2925334;6220;2
75;-8.580022999999999;-0.49225917;21601;2
76;-3.5075614;13.019839;21146;1
77;-4.64113;-0.31631482;38289;2
78;8.028002;9.731167;12680;0
79;6.741446000000001;8.58295;21721;0
80;-7.7847669999999995;3.9402008;6786;2
81;11.657139;4.0378165;5775;0
82;6.4650397;12.598021000000001;15890;0
83;-3.60875;15.277125;16586;1
84;6.282588;-2.3503003;20436;3
85;9.827621;3.8739796;40074;0
86;-7.7327012999999996;0.8209755;12666;2
87;-3.5782351;15.372162;12518;1
88;6.3169727;-4.155161;19358;3
89;-5.5803523;-11.280847999999999;40221;2
90;6.739699000000001;8.572163;4976;0
91;-3.715274;13.042308;20854;1
92;-3.9714577000000006;14.716669;16270;1
93;-6.775662400000001;4.0930557;41880;2
94;-8.226764999999999;4.2292557;15084;2
95;9.265989;7.9799027;14877;0
96;6.2228265;-1.6399398999999997;37453;3
97;6.667257000000001;12.452538;9890;0
98;13.543123999999999;18.260113;41247;0
99;11.557789999999999;4.0039873;5762;0
100;-7.722512700000001;0.9035416999999999;6784;2
101;0.91073865;19.536499;18874;1
102;12.582316;-3.6513252;6087;3
103;-6.849338499999999;-11.101466;40320;2
104;-6.28815;-13.443106;10695;2
105;8.572758;6.996853999999999;40391;0
106;-6.634032;3.9696849999999997;19265;2
107;8.867397;6.62206;21459;0
108;-5.700352;-11.314675999999999;26566;2
109;4.738626;-3.4725087;18787;3
110;21.225462;-4.8333639999999995;16999;3
111;-7.1818724000000005;3.8611227999999995;33483;2
112;4.634253500000001;-3.358801;20323;3
113;6.904333599999999;-2.1770384;20648;3
114;16.382196;14.697204999999999;38101;0
115;-8.161788;4.318179;37818;2
116;-3.5097660000000004;13.013695;21151;1
117;9.273485;7.988531599999999;15728;0
118;16.872139;-7.922175;16733;3
119;7.599667500000001;8.226819;18058;0
120;13.557345000000002;18.225182;41229;0
121;-9.707975;2.3040547;6207;2
122;5.704219;-3.0822842;26252;3
123;-7.770192;3.9867485;34023;2
124;3.4375196000000003;-1.9269822;23056;3
125;-6.7550479999999995;4.1151366000000005;21648;2
126;7.470965400000001;-1.0305439;17061;3
127;6.8612947;-2.461738;17123;3
128;8.035911;9.454293;41096;0
129;-5.1869907;2.7436267999999995;41854;2
130;12.152708;-2.823661;18709;3
131;-3.3401208;15.207265;16494;1
132;-1.8433282;11.178868;6656;1
133;-7.052069;1.2102591;6824;2
134;8.59337;7.066336;18217;0
135;7.5689125;9.864717500000001;8281;0
136;6.2180614;-1.6221813;20456;3
